全国地方公共団体コード	路線ID	路線名	バス停ID	バス停名	便名	行先	発車予定時刻	運行情報	備考	
23204	UYMD00	上之山線（下り）	UYMD23	サンヒル上之山	２便	愛・パーク	10:32			
23204	UYMD00	上之山線（下り）	UYMD23	サンヒル上之山	３便	愛・パーク	11:46			
23204	UYMD00	上之山線（下り）	UYMD23	サンヒル上之山	４便	愛・パーク	13:19			
23204	UYMD00	上之山線（下り）	UYMD23	サンヒル上之山	５便	愛・パーク	14:49			
23204	UYMD00	上之山線（下り）	UYMD23	サンヒル上之山	６便	愛・パーク	16:08			
23204	UYMD00	上之山線（下り）	UYMD23	サンヒル上之山	７便	愛・パーク	17:36			
23204	UYMD00	上之山線（下り）	UYMD23	サンヒル上之山	８便	愛・パーク	18:40			
23204	UYMD00	上之山線（下り）	UYMD24	愛・パーク	１便	上之山町	9:22			
23204	UYMD00	上之山線（下り）	UYMD24	愛・パーク	２便	上之山町	10:32			
23204	UYMD00	上之山線（下り）	UYMD24	愛・パーク	３便	上之山町	11:46			
23204	UYMD00	上之山線（下り）	UYMD24	愛・パーク	４便	上之山町	13:19			
23204	UYMD00	上之山線（下り）	UYMD24	愛・パーク	５便	上之山町	14:49			
23204	UYMD00	上之山線（下り）	UYMD24	愛・パーク	６便	上之山町	16:08			
23204	UYMD00	上之山線（下り）	UYMD24	愛・パーク	７便	上之山町	17:36			
23204	UYMD00	上之山線（下り）	UYMD24	愛・パーク	８便	上之山町	18:40			
23204	UYMD00	上之山線（下り）	UYMD25	上之山町	１便	八草駅	9:24			
23204	UYMD00	上之山線（下り）	UYMD25	上之山町	２便	八草駅	10:34			
23204	UYMD00	上之山線（下り）	UYMD25	上之山町	３便	八草駅	11:48			
23204	UYMD00	上之山線（下り）	UYMD25	上之山町	４便	八草駅	13:21			
23204	UYMD00	上之山線（下り）	UYMD25	上之山町	５便	八草駅	14:51			
23204	UYMD00	上之山線（下り）	UYMD25	上之山町	６便	八草駅	16:10			
23204	UYMD00	上之山線（下り）	UYMD25	上之山町	７便	八草駅	17:38			
23204	UYMD00	上之山線（下り）	UYMD25	上之山町	８便	八草駅	18:42			
23204	KHNU00	こうはん線（上り）	KHNU01	イオン瀬戸みずの店	１便	コミュニティききょう台	8:00			KHNU00
23204	KHNU00	こうはん線（上り）	KHNU01	イオン瀬戸みずの店	２便	コミュニティききょう台	9:52			
23204	KHNU00	こうはん線（上り）	KHNU01	イオン瀬戸みずの店	３便	コミュニティききょう台	11:44			
23204	KHNU00	こうはん線（上り）	KHNU01	イオン瀬戸みずの店	４便	コミュニティききょう台	13:54			
23204	KHNU00	こうはん線（上り）	KHNU01	イオン瀬戸みずの店	５便	コミュニティききょう台	15:22			
23204	KHNU00	こうはん線（上り）	KHNU01	イオン瀬戸みずの店	６便	コミュニティききょう台	16:50			
23204	KHNU00	こうはん線（上り）	KHNU02	コミュニティききょう台	１便	すみれ台	8:03			
23204	KHNU00	こうはん線（上り）	KHNU02	コミュニティききょう台	２便	すみれ台	9:55			
23204	KHNU00	こうはん線（上り）	KHNU02	コミュニティききょう台	３便	すみれ台	11:47			
23204	KHNU00	こうはん線（上り）	KHNU02	コミュニティききょう台	４便	すみれ台	13:57			
23204	KHNU00	こうはん線（上り）	KHNU02	コミュニティききょう台	５便	すみれ台	15:25			
23204	KHNU00	こうはん線（上り）	KHNU02	コミュニティききょう台	６便	すみれ台	16:53			
23204	KHNU00	こうはん線（上り）	KHNU03	すみれ台	１便	さつき台	8:04			
23204	KHNU00	こうはん線（上り）	KHNU03	すみれ台	２便	さつき台	9:56			
23204	KHNU00	こうはん線（上り）	KHNU03	すみれ台	３便	さつき台	11:48			
23204	KHNU00	こうはん線（上り）	KHNU03	すみれ台	４便	さつき台	13:58			
23204	KHNU00	こうはん線（上り）	KHNU03	すみれ台	５便	さつき台	15:26			
23204	KHNU00	こうはん線（上り）	KHNU03	すみれ台	６便	さつき台	16:54			
23204	KHNU00	こうはん線（上り）	KHNU04	さつき台	１便	ひまわり台	8:06			
23204	KHNU00	こうはん線（上り）	KHNU04	さつき台	２便	ひまわり台	9:58			
23204	KHNU00	こうはん線（上り）	KHNU04	さつき台	３便	ひまわり台	11:50			
23204	KHNU00	こうはん線（上り）	KHNU04	さつき台	４便	ひまわり台	14:00			
23204	KHNU00	こうはん線（上り）	KHNU04	さつき台	５便	ひまわり台	15:28			
23204	KHNU00	こうはん線（上り）	KHNU04	さつき台	６便	ひまわり台	16:56			
23204	KHNU00	こうはん線（上り）	KHNU05	ひまわり台	１便	やまて坂	8:07			
23204	KHNU00	こうはん線（上り）	KHNU05	ひまわり台	２便	やまて坂	9:59			
23204	KHNU00	こうはん線（上り）	KHNU05	ひまわり台	３便	やまて坂	11:51			
23204	KHNU00	こうはん線（上り）	KHNU05	ひまわり台	４便	やまて坂	14:01			
23204	KHNU00	こうはん線（上り）	KHNU05	ひまわり台	５便	やまて坂	15:29			
23204	KHNU00	こうはん線（上り）	KHNU05	ひまわり台	６便	やまて坂	16:57			
23204	KHNU00	こうはん線（上り）	KHNU06	やまて坂	１便	東山小学校	8:08			
23204	KHNU00	こうはん線（上り）	KHNU06	やまて坂	２便	東山小学校	10:00			
23204	KHNU00	こうはん線（上り）	KHNU06	やまて坂	３便	東山小学校	11:52			
23204	KHNU00	こうはん線（上り）	KHNU06	やまて坂	４便	東山小学校	14:02			
23204	KHNU00	こうはん線（上り）	KHNU06	やまて坂	５便	東山小学校	15:30			
23204	KHNU00	こうはん線（上り）	KHNU06	やまて坂	６便	東山小学校	16:58			
23204	KHNU00	こうはん線（上り）	KHNU07	東山小学校	１便	東山町	8:09			
23204	KHNU00	こうはん線（上り）	KHNU07	東山小学校	２便	東山町	10:01			
23204	KHNU00	こうはん線（上り）	KHNU07	東山小学校	３便	東山町	11:53			
23204	KHNU00	こうはん線（上り）	KHNU07	東山小学校	４便	東山町	14:03			
23204	KHNU00	こうはん線（上り）	KHNU07	東山小学校	５便	東山町	15:31			
23204	KHNU00	こうはん線（上り）	KHNU07	東山小学校	６便	東山町	16:59			
23204	KHNU00	こうはん線（上り）	KHNU08	東山町	１便	西山町北	8:10			
23204	KHNU00	こうはん線（上り）	KHNU08	東山町	２便	西山町北	10:02			
23204	KHNU00	こうはん線（上り）	KHNU08	東山町	３便	西山町北	11:54			
23204	KHNU00	こうはん線（上り）	KHNU08	東山町	４便	西山町北	14:04			
23204	KHNU00	こうはん線（上り）	KHNU08	東山町	５便	西山町北	15:32			
23204	KHNU00	こうはん線（上り）	KHNU08	東山町	６便	西山町北	17:00			
23204	KHNU00	こうはん線（上り）	KHNU09	西山町北	１便	西山町南	8:11			
23204	KHNU00	こうはん線（上り）	KHNU09	西山町北	２便	西山町南	10:03			
23204	KHNU00	こうはん線（上り）	KHNU09	西山町北	３便	西山町南	11:55			
23204	KHNU00	こうはん線（上り）	KHNU09	西山町北	４便	西山町南	14:05			
23204	KHNU00	こうはん線（上り）	KHNU09	西山町北	５便	西山町南	15:33			
23204	KHNU00	こうはん線（上り）	KHNU09	西山町北	６便	西山町南	17:01			
23204	KHNU00	こうはん線（上り）	KHNU10	西山町南	１便	南山町３丁目	8:12			
23204	KHNU00	こうはん線（上り）	KHNU10	西山町南	２便	南山町３丁目	10:04			
23204	KHNU00	こうはん線（上り）	KHNU10	西山町南	３便	南山町３丁目	11:56			
23204	KHNU00	こうはん線（上り）	KHNU10	西山町南	４便	南山町３丁目	14:06			
23204	KHNU00	こうはん線（上り）	KHNU10	西山町南	５便	南山町３丁目	15:34			
23204	KHNU00	こうはん線（上り）	KHNU10	西山町南	６便	南山町３丁目	17:02			
23204	KHNU00	こうはん線（上り）	KHNU11	南山町３丁目	１便	西山町１丁目	8:13			
23204	KHNU00	こうはん線（上り）	KHNU11	南山町３丁目	２便	西山町１丁目	10:05			
23204	KHNU00	こうはん線（上り）	KHNU11	南山町３丁目	３便	西山町１丁目	11:57			
23204	KHNU00	こうはん線（上り）	KHNU11	南山町３丁目	４便	西山町１丁目	14:07			
23204	KHNU00	こうはん線（上り）	KHNU11	南山町３丁目	５便	西山町１丁目	15:35			
23204	KHNU00	こうはん線（上り）	KHNU11	南山町３丁目	６便	西山町１丁目	17:03			
23204	KHNU00	こうはん線（上り）	KHNU12	西山町１丁目	１便	井上病院	8:15			
23204	KHNU00	こうはん線（上り）	KHNU12	西山町１丁目	２便	井上病院	10:07			
23204	KHNU00	こうはん線（上り）	KHNU12	西山町１丁目	３便	井上病院	11:59			
23204	KHNU00	こうはん線（上り）	KHNU12	西山町１丁目	４便	井上病院	14:09			
23204	KHNU00	こうはん線（上り）	KHNU12	西山町１丁目	５便	井上病院	15:37			
23204	KHNU00	こうはん線（上り）	KHNU12	西山町１丁目	６便	井上病院	17:05			
23204	KHNU00	こうはん線（上り）	KHNU13	井上病院	１便	平町	8:17			
23204	KHNU00	こうはん線（上り）	KHNU13	井上病院	２便	平町	10:09			
23204	KHNU00	こうはん線（上り）	KHNU13	井上病院	３便	平町	12:01			
23204	KHNU00	こうはん線（上り）	KHNU13	井上病院	４便	平町	14:11			
23204	KHNU00	こうはん線（上り）	KHNU13	井上病院	５便	平町	15:39			
23204	KHNU00	こうはん線（上り）	KHNU13	井上病院	６便	平町	17:07			
23204	KHNU00	こうはん線（上り）	KHNU14	平町	１便	共栄橋	8:18			
23204	KHNU00	こうはん線（上り）	KHNU14	平町	２便	共栄橋	10:10			
23204	KHNU00	こうはん線（上り）	KHNU14	平町	３便	共栄橋	12:02			
23204	KHNU00	こうはん線（上り）	KHNU14	平町	４便	共栄橋	14:12			
23204	KHNU00	こうはん線（上り）	KHNU14	平町	５便	共栄橋	15:40			
23204	KHNU00	こうはん線（上り）	KHNU14	平町	６便	共栄橋	17:08			
23204	KHNU00	こうはん線（上り）	KHNU15	共栄橋	１便	共栄通	8:19			
23204	KHNU00	こうはん線（上り）	KHNU15	共栄橋	２便	共栄通	10:11			
23204	KHNU00	こうはん線（上り）	KHNU15	共栄橋	３便	共栄通	12:03			
23204	KHNU00	こうはん線（上り）	KHNU15	共栄橋	４便	共栄通	14:13			
23204	KHNU00	こうはん線（上り）	KHNU15	共栄橋	５便	共栄通	15:41			
23204	KHNU00	こうはん線（上り）	KHNU15	共栄橋	６便	共栄通	17:09			
23204	KHNU00	こうはん線（上り）	KHNU16	共栄通	１便	やすらぎ会館	8:20			
23204	KHNU00	こうはん線（上り）	KHNU16	共栄通	２便	やすらぎ会館	10:12			
23204	KHNU00	こうはん線（上り）	KHNU16	共栄通	３便	やすらぎ会館	12:04			
23204	KHNU00	こうはん線（上り）	KHNU16	共栄通	４便	やすらぎ会館	14:14			
23204	KHNU00	こうはん線（上り）	KHNU16	共栄通	５便	やすらぎ会館	15:42			
23204	KHNU00	こうはん線（上り）	KHNU16	共栄通	６便	やすらぎ会館	17:10			
23204	KHNU00	こうはん線（上り）	KHNU17	やすらぎ会館	１便	水野駅	8:23			
23204	KHNU00	こうはん線（上り）	KHNU17	やすらぎ会館	２便	水野駅	10:15			
23204	KHNU00	こうはん線（上り）	KHNU17	やすらぎ会館	３便	水野駅	12:07			
23204	KHNU00	こうはん線（上り）	KHNU17	やすらぎ会館	４便	水野駅	14:17			
23204	KHNU00	こうはん線（上り）	KHNU17	やすらぎ会館	５便	水野駅	15:45			
23204	KHNU00	こうはん線（上り）	KHNU17	やすらぎ会館	６便	水野駅	17:13			
23204	KHNU00	こうはん線（上り）	KHNU18	水野駅	１便	效範公民館前	8:25			
23204	KHNU00	こうはん線（上り）	KHNU18	水野駅	２便	效範公民館前	10:17			
23204	KHNU00	こうはん線（上り）	KHNU18	水野駅	３便	效範公民館前	12:09			
23204	KHNU00	こうはん線（上り）	KHNU18	水野駅	４便	效範公民館前	14:19			
23204	KHNU00	こうはん線（上り）	KHNU18	水野駅	５便	效範公民館前	15:47			
23204	KHNU00	こうはん線（上り）	KHNU18	水野駅	６便	效範公民館前	17:15			
23204	KHNU00	こうはん線（上り）	KHNU19	效範公民館前	１便	水南町	8:26			
23204	KHNU00	こうはん線（上り）	KHNU19	效範公民館前	２便	水南町	10:18			
23204	KHNU00	こうはん線（上り）	KHNU19	效範公民館前	３便	水南町	12:10			
23204	KHNU00	こうはん線（上り）	KHNU19	效範公民館前	４便	水南町	14:20			
23204	KHNU00	こうはん線（上り）	KHNU19	效範公民館前	５便	水南町	15:48			
23204	KHNU00	こうはん線（上り）	KHNU19	效範公民館前	６便	水南町	17:16			
23204	KHNU00	こうはん線（上り）	KHNU20	水南町	１便	新瀬戸駅	8:27			
23204	KHNU00	こうはん線（上り）	KHNU20	水南町	２便	新瀬戸駅	10:19			
23204	KHNU00	こうはん線（上り）	KHNU20	水南町	３便	新瀬戸駅	12:11			
23204	KHNU00	こうはん線（上り）	KHNU20	水南町	４便	新瀬戸駅	14:21			
23204	KHNU00	こうはん線（上り）	KHNU20	水南町	５便	新瀬戸駅	15:49			
23204	KHNU00	こうはん線（上り）	KHNU20	水南町	６便	新瀬戸駅	17:17			
23204	KHNU00	こうはん線（上り）	KHNU21	新瀬戸駅	１便	図書館	8:29			
23204	KHNU00	こうはん線（上り）	KHNU21	新瀬戸駅	２便	図書館	10:21			
23204	KHNU00	こうはん線（上り）	KHNU21	新瀬戸駅	３便	図書館	12:13			
23204	KHNU00	こうはん線（上り）	KHNU21	新瀬戸駅	４便	図書館	14:23			
23204	KHNU00	こうはん線（上り）	KHNU21	新瀬戸駅	５便	図書館	15:51			
23204	KHNU00	こうはん線（上り）	KHNU21	新瀬戸駅	６便	図書館	17:19			
23204	KHNU00	こうはん線（上り）	KHNU22	図書館	１便	陶生病院	8:32			
23204	KHNU00	こうはん線（上り）	KHNU22	図書館	２便	陶生病院	10:24			
23204	KHNU00	こうはん線（上り）	KHNU22	図書館	３便	陶生病院	12:16			
23204	KHNU00	こうはん線（上り）	KHNU22	図書館	４便	陶生病院	14:26			
23204	KHNU00	こうはん線（上り）	KHNU22	図書館	５便	陶生病院	15:54			
23204	KHNU00	こうはん線（上り）	KHNU22	図書館	６便	陶生病院	17:22			
23204	KHND00	こうはん線（下り）	KHND01	陶生病院　	１便	図書館	9:05			KHND00
23204	KHND00	こうはん線（下り）	KHND01	陶生病院　	２便	図書館	10:57			
23204	KHND00	こうはん線（下り）	KHND01	陶生病院　	３便	図書館	13:14			
23204	KHND00	こうはん線（下り）	KHND01	陶生病院　	４便	図書館	14:42			
23204	KHND00	こうはん線（下り）	KHND01	陶生病院　	５便	図書館	16:10			
23204	KHND00	こうはん線（下り）	KHND01	陶生病院　	６便	図書館	17:38			
23204	KHND00	こうはん線（下り）	KHND02	図書館	１便	新瀬戸駅	9:08			
23204	KHND00	こうはん線（下り）	KHND02	図書館	２便	新瀬戸駅	11:00			
23204	KHND00	こうはん線（下り）	KHND02	図書館	３便	新瀬戸駅	13:15			
23204	KHND00	こうはん線（下り）	KHND02	図書館	４便	新瀬戸駅	14:43			
23204	KHND00	こうはん線（下り）	KHND02	図書館	５便	新瀬戸駅	16:11			
23204	KHND00	こうはん線（下り）	KHND02	図書館	６便	新瀬戸駅	17:39			
23204	KHND00	こうはん線（下り）	KHND03	新瀬戸駅	１便	水南町	9:11			
23204	KHND00	こうはん線（下り）	KHND03	新瀬戸駅	２便	水南町	11:03			
23204	KHND00	こうはん線（下り）	KHND03	新瀬戸駅	３便	水南町	13:18			
23204	KHND00	こうはん線（下り）	KHND03	新瀬戸駅	４便	水南町	14:46			
23204	KHND00	こうはん線（下り）	KHND03	新瀬戸駅	５便	水南町	16:14			
23204	KHND00	こうはん線（下り）	KHND03	新瀬戸駅	６便	水南町	17:42			
23204	KHND00	こうはん線（下り）	KHND04	水南町	１便	效範公民館前	9:13			
23204	KHND00	こうはん線（下り）	KHND04	水南町	２便	效範公民館前	11:05			
23204	KHND00	こうはん線（下り）	KHND04	水南町	３便	效範公民館前	13:20			
23204	KHND00	こうはん線（下り）	KHND04	水南町	４便	效範公民館前	14:48			
23204	KHND00	こうはん線（下り）	KHND04	水南町	５便	效範公民館前	16:16			
23204	KHND00	こうはん線（下り）	KHND04	水南町	６便	效範公民館前	17:44			
23204	KHND00	こうはん線（下り）	KHND05	效範公民館前	１便	水野駅	9:14			
23204	KHND00	こうはん線（下り）	KHND05	效範公民館前	２便	水野駅	11:06			
23204	KHND00	こうはん線（下り）	KHND05	效範公民館前	３便	水野駅	13:21			
23204	KHND00	こうはん線（下り）	KHND05	效範公民館前	４便	水野駅	14:49			
23204	KHND00	こうはん線（下り）	KHND05	效範公民館前	５便	水野駅	16:17			
23204	KHND00	こうはん線（下り）	KHND05	效範公民館前	６便	水野駅	17:45			
23204	KHND00	こうはん線（下り）	KHND06	水野駅	１便	やすらぎ会館	9:15			
23204	KHND00	こうはん線（下り）	KHND06	水野駅	２便	やすらぎ会館	11:07			
23204	KHND00	こうはん線（下り）	KHND06	水野駅	３便	やすらぎ会館	13:22			
23204	KHND00	こうはん線（下り）	KHND06	水野駅	４便	やすらぎ会館	14:50			
23204	KHND00	こうはん線（下り）	KHND06	水野駅	５便	やすらぎ会館	16:18			
23204	KHND00	こうはん線（下り）	KHND06	水野駅	６便	やすらぎ会館	17:46			
23204	KHND00	こうはん線（下り）	KHND07	やすらぎ会館	１便	共栄通	9:20			
23204	KHND00	こうはん線（下り）	KHND07	やすらぎ会館	２便	共栄通	11:12			
23204	KHND00	こうはん線（下り）	KHND07	やすらぎ会館	３便	共栄通	13:27			
23204	KHND00	こうはん線（下り）	KHND07	やすらぎ会館	４便	共栄通	14:55			
23204	KHND00	こうはん線（下り）	KHND07	やすらぎ会館	５便	共栄通	16:23			
23204	KHND00	こうはん線（下り）	KHND07	やすらぎ会館	６便	共栄通	17:51			
23204	KHND00	こうはん線（下り）	KHND08	共栄通	１便	共栄橋	9:22			
23204	KHND00	こうはん線（下り）	KHND08	共栄通	２便	共栄橋	11:14			
23204	KHND00	こうはん線（下り）	KHND08	共栄通	３便	共栄橋	13:29			
23204	KHND00	こうはん線（下り）	KHND08	共栄通	４便	共栄橋	14:57			
23204	KHND00	こうはん線（下り）	KHND08	共栄通	５便	共栄橋	16:25			
23204	KHND00	こうはん線（下り）	KHND08	共栄通	６便	共栄橋	17:53			
23204	KHND00	こうはん線（下り）	KHND09	共栄橋	１便	平町	9:23			
23204	KHND00	こうはん線（下り）	KHND09	共栄橋	２便	平町	11:15			
23204	KHND00	こうはん線（下り）	KHND09	共栄橋	３便	平町	13:30			
23204	KHND00	こうはん線（下り）	KHND09	共栄橋	４便	平町	14:58			
23204	KHND00	こうはん線（下り）	KHND09	共栄橋	５便	平町	16:26			
23204	KHND00	こうはん線（下り）	KHND09	共栄橋	６便	平町	17:54			
23204	KHND00	こうはん線（下り）	KHND10	平町	１便	井上病院	9:25			
23204	KHND00	こうはん線（下り）	KHND10	平町	２便	井上病院	11:17			
23204	KHND00	こうはん線（下り）	KHND10	平町	３便	井上病院	13:32			
23204	KHND00	こうはん線（下り）	KHND10	平町	４便	井上病院	15:00			
23204	KHND00	こうはん線（下り）	KHND10	平町	５便	井上病院	16:28			
23204	KHND00	こうはん線（下り）	KHND10	平町	６便	井上病院	17:56			
23204	KHND00	こうはん線（下り）	KHND11	井上病院	１便	西山町１丁目	9:26			
23204	KHND00	こうはん線（下り）	KHND11	井上病院	２便	西山町１丁目	11:18			
23204	KHND00	こうはん線（下り）	KHND11	井上病院	３便	西山町１丁目	13:33			
23204	KHND00	こうはん線（下り）	KHND11	井上病院	４便	西山町１丁目	15:01			
23204	KHND00	こうはん線（下り）	KHND11	井上病院	５便	西山町１丁目	16:29			
23204	KHND00	こうはん線（下り）	KHND11	井上病院	６便	西山町１丁目	17:57			
23204	KHND00	こうはん線（下り）	KHND12	西山町１丁目	１便	南山町３丁目	9:28			
23204	KHND00	こうはん線（下り）	KHND12	西山町１丁目	２便	南山町３丁目	11:20			
23204	KHND00	こうはん線（下り）	KHND12	西山町１丁目	３便	南山町３丁目	13:35			
23204	KHND00	こうはん線（下り）	KHND12	西山町１丁目	４便	南山町３丁目	15:03			
23204	KHND00	こうはん線（下り）	KHND12	西山町１丁目	５便	南山町３丁目	16:31			
23204	KHND00	こうはん線（下り）	KHND12	西山町１丁目	６便	南山町３丁目	17:59			
23204	KHND00	こうはん線（下り）	KHND13	南山町３丁目	１便	西山町南	9:30			
23204	KHND00	こうはん線（下り）	KHND13	南山町３丁目	２便	西山町南	11:22			
23204	KHND00	こうはん線（下り）	KHND13	南山町３丁目	３便	西山町南	13:37			
23204	KHND00	こうはん線（下り）	KHND13	南山町３丁目	４便	西山町南	15:05			
23204	KHND00	こうはん線（下り）	KHND13	南山町３丁目	５便	西山町南	16:33			
23204	KHND00	こうはん線（下り）	KHND13	南山町３丁目	６便	西山町南	18:01			
23204	KHND00	こうはん線（下り）	KHND14	西山町南	１便	西山町北	9:31			
23204	KHND00	こうはん線（下り）	KHND14	西山町南	２便	西山町北	11:23			
23204	KHND00	こうはん線（下り）	KHND14	西山町南	３便	西山町北	13:38			
23204	KHND00	こうはん線（下り）	KHND14	西山町南	４便	西山町北	15:06			
23204	KHND00	こうはん線（下り）	KHND14	西山町南	５便	西山町北	16:34			
23204	KHND00	こうはん線（下り）	KHND14	西山町南	６便	西山町北	18:02			
23204	KHND00	こうはん線（下り）	KHND15	西山町北	１便	東山町	9:32			
23204	KHND00	こうはん線（下り）	KHND15	西山町北	２便	東山町	11:24			
23204	KHND00	こうはん線（下り）	KHND15	西山町北	３便	東山町	13:39			
23204	KHND00	こうはん線（下り）	KHND15	西山町北	４便	東山町	15:07			
23204	KHND00	こうはん線（下り）	KHND15	西山町北	５便	東山町	16:35			
23204	KHND00	こうはん線（下り）	KHND15	西山町北	６便	東山町	18:03			
23204	KHND00	こうはん線（下り）	KHND16	東山町	１便	東山小学校	9:33			
23204	KHND00	こうはん線（下り）	KHND16	東山町	２便	東山小学校	11:25			
23204	KHND00	こうはん線（下り）	KHND16	東山町	３便	東山小学校	13:40			
23204	KHND00	こうはん線（下り）	KHND16	東山町	４便	東山小学校	15:08			
23204	KHND00	こうはん線（下り）	KHND16	東山町	５便	東山小学校	16:36			
23204	KHND00	こうはん線（下り）	KHND16	東山町	６便	東山小学校	18:04			
23204	KHND00	こうはん線（下り）	KHND17	東山小学校	１便	やまて坂	9:34			
23204	KHND00	こうはん線（下り）	KHND17	東山小学校	２便	やまて坂	11:26			
23204	KHND00	こうはん線（下り）	KHND17	東山小学校	３便	やまて坂	13:41			
23204	KHND00	こうはん線（下り）	KHND17	東山小学校	４便	やまて坂	15:09			
23204	KHND00	こうはん線（下り）	KHND17	東山小学校	５便	やまて坂	16:37			
23204	KHND00	こうはん線（下り）	KHND17	東山小学校	６便	やまて坂	18:05			
23204	KHND00	こうはん線（下り）	KHND18	やまて坂	１便	ひまわり台	9:35			
23204	KHND00	こうはん線（下り）	KHND18	やまて坂	２便	ひまわり台	11:27			
23204	KHND00	こうはん線（下り）	KHND18	やまて坂	３便	ひまわり台	13:42			
23204	KHND00	こうはん線（下り）	KHND18	やまて坂	４便	ひまわり台	15:10			
23204	KHND00	こうはん線（下り）	KHND18	やまて坂	５便	ひまわり台	16:38			
23204	KHND00	こうはん線（下り）	KHND18	やまて坂	６便	ひまわり台	18:06			
23204	KHND00	こうはん線（下り）	KHND19	ひまわり台	１便	さつき台	9:36			
23204	KHND00	こうはん線（下り）	KHND19	ひまわり台	２便	さつき台	11:28			
23204	KHND00	こうはん線（下り）	KHND19	ひまわり台	３便	さつき台	13:43			
23204	KHND00	こうはん線（下り）	KHND19	ひまわり台	４便	さつき台	15:11			
23204	KHND00	こうはん線（下り）	KHND19	ひまわり台	５便	さつき台	16:39			
23204	KHND00	こうはん線（下り）	KHND19	ひまわり台	６便	さつき台	18:07			
23204	KHND00	こうはん線（下り）	KHND20	さつき台	１便	すみれ台	9:37			
23204	KHND00	こうはん線（下り）	KHND20	さつき台	２便	すみれ台	11:29			
23204	KHND00	こうはん線（下り）	KHND20	さつき台	３便	すみれ台	13:44			
23204	KHND00	こうはん線（下り）	KHND20	さつき台	４便	すみれ台	15:12			
23204	KHND00	こうはん線（下り）	KHND20	さつき台	５便	すみれ台	16:40			
23204	KHND00	こうはん線（下り）	KHND20	さつき台	６便	すみれ台	18:08			
23204	KHND00	こうはん線（下り）	KHND21	すみれ台	１便	コミュニティききょう台	9:38			
23204	KHND00	こうはん線（下り）	KHND21	すみれ台	２便	コミュニティききょう台	11:30			
23204	KHND00	こうはん線（下り）	KHND21	すみれ台	３便	コミュニティききょう台	13:45			
23204	KHND00	こうはん線（下り）	KHND21	すみれ台	４便	コミュニティききょう台	15:13			
23204	KHND00	こうはん線（下り）	KHND21	すみれ台	５便	コミュニティききょう台	16:41			
23204	KHND00	こうはん線（下り）	KHND21	すみれ台	６便	コミュニティききょう台	18:09			
23204	KHND00	こうはん線（下り）	KHND22	コミュニティききょう台	１便	イオン瀬戸みずの店	9:39			
23204	KHND00	こうはん線（下り）	KHND22	コミュニティききょう台	２便	イオン瀬戸みずの店	11:31			
23204	KHND00	こうはん線（下り）	KHND22	コミュニティききょう台	３便	イオン瀬戸みずの店	13:46			
23204	KHND00	こうはん線（下り）	KHND22	コミュニティききょう台	４便	イオン瀬戸みずの店	15:14			
23204	KHND00	こうはん線（下り）	KHND22	コミュニティききょう台	５便	イオン瀬戸みずの店	16:42			
23204	KHND00	こうはん線（下り）	KHND22	コミュニティききょう台	６便	イオン瀬戸みずの店	18:10			
